student_id,name,subject,internal_marks,external_marks,total_score,grade,attendance_percentage,passed,subject_interest_level,needs_support_in_subject,peer_help_provided,semester_gpa
125,Devansh Golla,Computer Organization,29,30,59,C,64,Yes,4,No,No,6.11
125,Devansh Golla,Database Management Systems,17,55,72,B,89,Yes,3,No,Yes,6.11
125,Devansh Golla,Data Communication,18,43,61,C,61,Yes,4,Yes,No,6.11
126,Khushi Vaidya,Object Oriented Programming,26,61,87,A,80,Yes,2,No,Yes,9.11
126,Khushi Vaidya,Discrete Mathematics,30,69,99,A,98,Yes,3,No,No,9.11
126,Khushi Vaidya,Computer Organization,11,33,44,D,85,Yes,2,No,Yes,9.11
126,Khushi Vaidya,Database Management Systems,13,20,33,F,66,No,1,Yes,Yes,9.11
126,Khushi Vaidya,Data Communication,20,34,54,D,75,Yes,5,No,Yes,9.11
127,Keya Balakrishnan,Object Oriented Programming,23,56,79,B,75,Yes,2,No,No,5.39
127,Keya Balakrishnan,Discrete Mathematics,16,29,45,D,90,Yes,4,No,No,5.39
127,Keya Balakrishnan,Computer Organization,21,25,46,D,93,Yes,2,Yes,Yes,5.39
127,Keya Balakrishnan,Database Management Systems,13,65,78,B,95,Yes,5,No,Yes,5.39
127,Keya Balakrishnan,Data Communication,14,65,79,B,75,Yes,3,No,No,5.39
128,Oorja Rout,Object Oriented Programming,27,20,47,D,72,Yes,2,Yes,No,9.17
128,Oorja Rout,Discrete Mathematics,26,36,62,C,68,Yes,4,No,Yes,9.17
128,Oorja Rout,Computer Organization,15,62,77,B,70,Yes,2,No,Yes,9.17
128,Oorja Rout,Database Management Systems,30,34,64,C,87,Yes,4,Yes,Yes,9.17
128,Oorja Rout,Data Communication,23,35,58,C,97,Yes,4,No,No,9.17
129,Aarav Gade,Object Oriented Programming,23,37,60,C,63,Yes,1,No,No,9.52
129,Aarav Gade,Discrete Mathematics,22,28,50,D,82,Yes,2,Yes,No,9.52
129,Aarav Gade,Computer Organization,12,38,50,D,74,Yes,2,Yes,Yes,9.52
129,Aarav Gade,Database Management Systems,11,35,46,D,73,Yes,1,Yes,Yes,9.52
129,Aarav Gade,Data Communication,23,54,77,B,75,Yes,3,Yes,Yes,9.52
130,Dhruv Mangat,Object Oriented Programming,26,55,81,B,82,Yes,1,No,No,5.09
130,Dhruv Mangat,Discrete Mathematics,12,42,54,D,71,Yes,4,No,No,5.09
130,Dhruv Mangat,Computer Organization,18,32,50,D,85,Yes,4,Yes,Yes,5.09
130,Dhruv Mangat,Database Management Systems,26,67,93,A,99,Yes,1,No,Yes,5.09
130,Dhruv Mangat,Data Communication,25,37,62,C,91,Yes,3,Yes,No,5.09
131,Chirag Gola,Object Oriented Programming,27,22,49,D,76,Yes,5,Yes,Yes,5.29
131,Chirag Gola,Discrete Mathematics,20,41,61,C,71,Yes,3,No,Yes,5.29
131,Chirag Gola,Computer Organization,13,49,62,C,67,Yes,1,Yes,No,5.29
131,Chirag Gola,Database Management Systems,25,29,54,D,97,Yes,2,Yes,Yes,5.29
131,Chirag Gola,Data Communication,18,45,63,C,68,Yes,1,No,Yes,5.29
132,Samar Kari,Object Oriented Programming,18,37,55,C,91,Yes,5,No,No,7.89
132,Samar Kari,Discrete Mathematics,10,28,38,F,94,No,3,Yes,No,7.89
132,Samar Kari,Computer Organization,24,60,84,B,69,Yes,2,No,Yes,7.89
132,Samar Kari,Database Management Systems,18,30,48,D,67,Yes,2,Yes,Yes,7.89
132,Samar Kari,Data Communication,28,24,52,D,88,Yes,1,Yes,No,7.89
133,Anahi Aggarwal,Object Oriented Programming,23,41,64,C,60,Yes,2,No,Yes,9.23
133,Anahi Aggarwal,Discrete Mathematics,21,51,72,B,67,Yes,3,Yes,No,9.23
133,Anahi Aggarwal,Computer Organization,24,29,53,D,75,Yes,3,Yes,Yes,9.23
133,Anahi Aggarwal,Database Management Systems,14,26,40,D,82,Yes,2,No,No,9.23
133,Anahi Aggarwal,Data Communication,26,63,89,A,79,Yes,5,No,No,9.23
134,Tejas Tak,Object Oriented Programming,13,63,76,B,68,Yes,2,No,Yes,6.59
134,Tejas Tak,Discrete Mathematics,12,51,63,C,67,Yes,4,No,No,6.59
134,Tejas Tak,Computer Organization,16,50,66,C,87,Yes,4,No,No,6.59
134,Tejas Tak,Database Management Systems,10,60,70,B,82,Yes,5,Yes,Yes,6.59
134,Tejas Tak,Data Communication,21,62,83,B,84,Yes,4,No,No,6.59
135,Kismat Din,Object Oriented Programming,16,36,52,D,62,Yes,1,No,No,8.15
135,Kismat Din,Discrete Mathematics,20,27,47,D,85,Yes,3,No,Yes,8.15
135,Kismat Din,Computer Organization,29,29,58,C,86,Yes,4,No,No,8.15
135,Kismat Din,Database Management Systems,12,36,48,D,94,Yes,1,No,No,8.15
135,Kismat Din,Data Communication,16,48,64,C,86,Yes,2,No,No,8.15
136,Kimaya Comar,Object Oriented Programming,17,53,70,B,69,Yes,1,Yes,Yes,7.92
136,Kimaya Comar,Discrete Mathematics,27,55,82,B,91,Yes,5,Yes,No,7.92
136,Kimaya Comar,Computer Organization,21,60,81,B,66,Yes,1,No,Yes,7.92
136,Kimaya Comar,Database Management Systems,16,52,68,C,90,Yes,5,No,Yes,7.92
136,Kimaya Comar,Data Communication,10,41,51,D,77,Yes,2,Yes,No,7.92
137,Zara Chakrabarti,Object Oriented Programming,13,37,50,D,95,Yes,1,No,No,5.64
137,Zara Chakrabarti,Discrete Mathematics,24,30,54,D,72,Yes,1,No,Yes,5.64
137,Zara Chakrabarti,Computer Organization,25,59,84,B,63,Yes,4,No,No,5.64
137,Zara Chakrabarti,Database Management Systems,27,63,90,A,95,Yes,4,Yes,No,5.64
137,Zara Chakrabarti,Data Communication,23,32,55,C,100,Yes,4,No,Yes,5.64
138,Samiha Batra,Object Oriented Programming,10,50,60,C,73,Yes,5,No,No,8.88
138,Samiha Batra,Discrete Mathematics,16,70,86,A,72,Yes,2,No,Yes,8.88
138,Samiha Batra,Computer Organization,11,58,69,C,79,Yes,1,Yes,Yes,8.88
138,Samiha Batra,Database Management Systems,21,56,77,B,97,Yes,5,No,Yes,8.88
138,Samiha Batra,Data Communication,26,70,96,A,85,Yes,4,No,No,8.88
139,Chirag Shankar,Object Oriented Programming,23,31,54,D,89,Yes,1,Yes,No,6.39
139,Chirag Shankar,Discrete Mathematics,29,48,77,B,65,Yes,4,Yes,No,6.39
139,Chirag Shankar,Computer Organization,23,54,77,B,89,Yes,2,Yes,No,6.39
139,Chirag Shankar,Database Management Systems,13,60,73,B,84,Yes,5,Yes,No,6.39
139,Chirag Shankar,Data Communication,11,23,34,F,84,No,5,Yes,No,6.39
140,Kanav Mall,Object Oriented Programming,20,24,44,D,77,Yes,5,No,Yes,9.85
140,Kanav Mall,Discrete Mathematics,19,20,39,F,89,No,1,No,Yes,9.85
140,Kanav Mall,Computer Organization,15,23,38,F,98,No,2,Yes,Yes,9.85
140,Kanav Mall,Database Management Systems,15,24,39,F,98,No,2,No,No,9.85
140,Kanav Mall,Data Communication,22,44,66,C,63,Yes,3,No,No,9.85
141,Ishita Sant,Object Oriented Programming,18,45,63,C,88,Yes,2,No,Yes,7.49
141,Ishita Sant,Discrete Mathematics,17,33,50,D,80,Yes,3,Yes,No,7.49
141,Ishita Sant,Computer Organization,11,56,67,C,89,Yes,4,No,No,7.49
141,Ishita Sant,Database Management Systems,25,70,95,A,77,Yes,3,No,Yes,7.49
141,Ishita Sant,Data Communication,12,40,52,D,99,Yes,1,No,No,7.49
142,Aarav Dutta,Object Oriented Programming,20,34,54,D,63,Yes,5,No,Yes,8.24
142,Aarav Dutta,Discrete Mathematics,29,70,99,A,94,Yes,3,No,No,8.24
142,Aarav Dutta,Computer Organization,12,27,39,F,99,No,4,No,No,8.24
142,Aarav Dutta,Database Management Systems,12,37,49,D,95,Yes,5,No,Yes,8.24
142,Aarav Dutta,Data Communication,24,36,60,C,74,Yes,2,Yes,No,8.24
143,Lagan Bhatt,Object Oriented Programming,22,25,47,D,84,Yes,5,Yes,Yes,8.89
143,Lagan Bhatt,Discrete Mathematics,15,56,71,B,80,Yes,1,No,Yes,8.89
143,Lagan Bhatt,Computer Organization,13,50,63,C,94,Yes,1,No,Yes,8.89
143,Lagan Bhatt,Database Management Systems,12,70,82,B,67,Yes,4,Yes,No,8.89
143,Lagan Bhatt,Data Communication,18,31,49,D,92,Yes,2,No,Yes,8.89
144,Lakshit Bajaj,Object Oriented Programming,25,35,60,C,89,Yes,5,No,Yes,6.62
144,Lakshit Bajaj,Discrete Mathematics,14,20,34,F,85,No,2,No,No,6.62
144,Lakshit Bajaj,Computer Organization,13,25,38,F,91,No,2,No,No,6.62
144,Lakshit Bajaj,Database Management Systems,15,27,42,D,81,Yes,5,Yes,Yes,6.62
144,Lakshit Bajaj,Data Communication,22,29,51,D,79,Yes,4,No,No,6.62
145,Nirvi Kohli,Object Oriented Programming,30,27,57,C,97,Yes,3,No,No,5.84
145,Nirvi Kohli,Discrete Mathematics,10,27,37,F,94,No,1,Yes,No,5.84
145,Nirvi Kohli,Computer Organization,29,66,95,A,97,Yes,3,Yes,No,5.84
145,Nirvi Kohli,Database Management Systems,30,44,74,B,67,Yes,4,No,Yes,5.84
145,Nirvi Kohli,Data Communication,15,57,72,B,81,Yes,4,Yes,No,5.84
146,Devansh Chauhan,Object Oriented Programming,24,51,75,B,68,Yes,2,No,No,9.07
146,Devansh Chauhan,Discrete Mathematics,16,49,65,C,71,Yes,3,No,Yes,9.07
146,Devansh Chauhan,Computer Organization,21,37,58,C,91,Yes,1,Yes,Yes,9.07
146,Devansh Chauhan,Database Management Systems,15,61,76,B,95,Yes,2,Yes,No,9.07
146,Devansh Chauhan,Data Communication,30,54,84,B,85,Yes,3,Yes,No,9.07
147,Manikya Gandhi,Object Oriented Programming,23,23,46,D,71,Yes,4,No,Yes,8.26
147,Manikya Gandhi,Discrete Mathematics,15,50,65,C,86,Yes,2,No,No,8.26
147,Manikya Gandhi,Computer Organization,21,53,74,B,85,Yes,3,Yes,Yes,8.26
147,Manikya Gandhi,Database Management Systems,24,27,51,D,82,Yes,2,Yes,Yes,8.26
147,Manikya Gandhi,Data Communication,28,50,78,B,80,Yes,2,No,Yes,8.26
148,Azad Balasubramanian,Object Oriented Programming,13,35,48,D,71,Yes,2,Yes,Yes,7.2
148,Azad Balasubramanian,Discrete Mathematics,24,50,74,B,64,Yes,3,Yes,No,7.2
148,Azad Balasubramanian,Computer Organization,29,21,50,D,79,Yes,1,No,No,7.2
148,Azad Balasubramanian,Database Management Systems,22,68,90,A,69,Yes,2,No,Yes,7.2
148,Azad Balasubramanian,Data Communication,12,61,73,B,81,Yes,1,No,No,7.2
149,Ritvik Chadha,Object Oriented Programming,30,60,90,A,90,Yes,3,No,No,9.44
149,Ritvik Chadha,Discrete Mathematics,14,21,35,F,97,No,2,Yes,No,9.44
149,Ritvik Chadha,Computer Organization,26,28,54,D,65,Yes,2,Yes,Yes,9.44
149,Ritvik Chadha,Database Management Systems,18,55,73,B,97,Yes,4,Yes,No,9.44
149,Ritvik Chadha,Data Communication,30,46,76,B,67,Yes,2,No,Yes,9.44
150,Seher Badami,Object Oriented Programming,28,27,55,C,96,Yes,1,Yes,Yes,7.61
150,Seher Badami,Discrete Mathematics,24,29,53,D,71,Yes,2,No,Yes,7.61
150,Seher Badami,Computer Organization,23,57,80,B,70,Yes,1,Yes,Yes,7.61
150,Seher Badami,Database Management Systems,30,63,93,A,69,Yes,1,No,No,7.61
150,Seher Badami,Data Communication,28,20,48,D,68,Yes,3,No,Yes,7.61
151,Saanvi Kant,Object Oriented Programming,12,56,68,C,60,Yes,1,No,Yes,5.78
151,Saanvi Kant,Discrete Mathematics,21,27,48,D,84,Yes,5,Yes,No,5.78
151,Saanvi Kant,Computer Organization,29,68,97,A,95,Yes,4,Yes,Yes,5.78
151,Saanvi Kant,Database Management Systems,30,62,92,A,70,Yes,2,Yes,Yes,5.78
151,Saanvi Kant,Data Communication,12,42,54,D,71,Yes,4,No,No,5.78
152,Ayesha Gera,Object Oriented Programming,22,25,47,D,72,Yes,1,No,No,5.87
152,Ayesha Gera,Discrete Mathematics,12,46,58,C,94,Yes,3,Yes,Yes,5.87
152,Ayesha Gera,Computer Organization,19,29,48,D,83,Yes,2,No,No,5.87
152,Ayesha Gera,Database Management Systems,10,21,31,F,97,No,5,No,Yes,5.87
152,Ayesha Gera,Data Communication,18,67,85,A,69,Yes,4,Yes,No,5.87
153,Khushi Dora,Object Oriented Programming,28,29,57,C,64,Yes,1,No,No,6.41
153,Khushi Dora,Discrete Mathematics,24,25,49,D,62,Yes,3,No,No,6.41
153,Khushi Dora,Computer Organization,23,41,64,C,83,Yes,4,Yes,No,6.41
153,Khushi Dora,Database Management Systems,24,51,75,B,86,Yes,1,Yes,Yes,6.41
153,Khushi Dora,Data Communication,15,58,73,B,74,Yes,2,Yes,Yes,6.41
154,Piya Char,Object Oriented Programming,27,66,93,A,63,Yes,1,No,No,9.66
154,Piya Char,Discrete Mathematics,16,60,76,B,73,Yes,2,No,No,9.66
154,Piya Char,Computer Organization,22,54,76,B,96,Yes,5,Yes,No,9.66
154,Piya Char,Database Management Systems,23,53,76,B,95,Yes,2,Yes,No,9.66
154,Piya Char,Data Communication,25,21,46,D,86,Yes,2,No,No,9.66
155,Kanav Soman,Object Oriented Programming,25,61,86,A,79,Yes,2,Yes,No,6.5
155,Kanav Soman,Discrete Mathematics,13,60,73,B,84,Yes,5,Yes,No,6.5
155,Kanav Soman,Computer Organization,16,68,84,B,98,Yes,4,No,No,6.5
155,Kanav Soman,Database Management Systems,25,66,91,A,79,Yes,4,Yes,Yes,6.5
155,Kanav Soman,Data Communication,11,24,35,F,95,No,4,No,Yes,6.5
156,Vanya Venkataraman,Object Oriented Programming,24,52,76,B,69,Yes,2,Yes,Yes,9.87
156,Vanya Venkataraman,Discrete Mathematics,19,47,66,C,69,Yes,3,Yes,No,9.87
156,Vanya Venkataraman,Computer Organization,11,55,66,C,97,Yes,3,Yes,Yes,9.87
156,Vanya Venkataraman,Database Management Systems,23,34,57,C,84,Yes,4,Yes,Yes,9.87
156,Vanya Venkataraman,Data Communication,25,57,82,B,83,Yes,5,Yes,Yes,9.87
157,Hrishita Kari,Object Oriented Programming,17,23,40,D,94,Yes,2,No,No,7.11
157,Hrishita Kari,Discrete Mathematics,13,44,57,C,63,Yes,2,Yes,Yes,7.11
157,Hrishita Kari,Computer Organization,22,66,88,A,71,Yes,4,Yes,Yes,7.11
157,Hrishita Kari,Database Management Systems,21,56,77,B,94,Yes,2,Yes,No,7.11
157,Hrishita Kari,Data Communication,13,25,38,F,84,No,2,No,No,7.11
158,Shlok Manda,Object Oriented Programming,24,51,75,B,94,Yes,3,Yes,Yes,8.53
158,Shlok Manda,Discrete Mathematics,20,55,75,B,70,Yes,5,Yes,No,8.53
158,Shlok Manda,Computer Organization,21,41,62,C,89,Yes,3,Yes,Yes,8.53
158,Shlok Manda,Database Management Systems,23,30,53,D,92,Yes,1,Yes,No,8.53
158,Shlok Manda,Data Communication,24,39,63,C,75,Yes,1,No,Yes,8.53
159,Adah Barad,Object Oriented Programming,30,28,58,C,76,Yes,3,Yes,No,9.22
159,Adah Barad,Discrete Mathematics,22,23,45,D,63,Yes,2,Yes,Yes,9.22
159,Adah Barad,Computer Organization,10,60,70,B,89,Yes,4,No,Yes,9.22
159,Adah Barad,Database Management Systems,19,50,69,C,96,Yes,5,No,No,9.22
159,Adah Barad,Data Communication,17,52,69,C,81,Yes,1,No,No,9.22
160,Rati Saha,Object Oriented Programming,27,20,47,D,83,Yes,2,Yes,Yes,7.71
160,Rati Saha,Discrete Mathematics,13,41,54,D,63,Yes,4,No,No,7.71
160,Rati Saha,Computer Organization,30,31,61,C,72,Yes,3,No,Yes,7.71
160,Rati Saha,Database Management Systems,11,50,61,C,76,Yes,3,No,No,7.71
160,Rati Saha,Data Communication,25,50,75,B,79,Yes,2,Yes,Yes,7.71
161,Manikya Wali,Object Oriented Programming,22,61,83,B,85,Yes,3,No,No,7.57
161,Manikya Wali,Discrete Mathematics,24,53,77,B,91,Yes,5,Yes,No,7.57
161,Manikya Wali,Computer Organization,11,33,44,D,99,Yes,2,No,Yes,7.57
161,Manikya Wali,Database Management Systems,12,65,77,B,96,Yes,3,No,Yes,7.57
161,Manikya Wali,Data Communication,22,22,44,D,87,Yes,3,Yes,Yes,7.57
162,Vritika Krishna,Object Oriented Programming,28,26,54,D,78,Yes,4,Yes,Yes,7.07
162,Vritika Krishna,Discrete Mathematics,11,49,60,C,62,Yes,3,No,Yes,7.07
162,Vritika Krishna,Computer Organization,14,33,47,D,76,Yes,4,Yes,No,7.07
162,Vritika Krishna,Database Management Systems,24,64,88,A,66,Yes,5,No,Yes,7.07
162,Vritika Krishna,Data Communication,16,36,52,D,72,Yes,4,No,Yes,7.07
163,Umang Handa,Object Oriented Programming,23,33,56,C,78,Yes,1,Yes,Yes,5.95
163,Umang Handa,Discrete Mathematics,24,64,88,A,85,Yes,1,Yes,Yes,5.95
163,Umang Handa,Computer Organization,14,31,45,D,63,Yes,5,Yes,Yes,5.95
163,Umang Handa,Database Management Systems,22,44,66,C,87,Yes,5,Yes,Yes,5.95
163,Umang Handa,Data Communication,12,30,42,D,78,Yes,1,Yes,No,5.95
164,Darshit Raj,Object Oriented Programming,25,35,60,C,61,Yes,1,No,No,6.61
164,Darshit Raj,Discrete Mathematics,11,55,66,C,73,Yes,2,No,Yes,6.61
164,Darshit Raj,Computer Organization,13,58,71,B,95,Yes,3,Yes,No,6.61
164,Darshit Raj,Database Management Systems,29,42,71,B,88,Yes,2,Yes,Yes,6.61
164,Darshit Raj,Data Communication,15,27,42,D,87,Yes,2,Yes,Yes,6.61
165,Seher Vaidya,Object Oriented Programming,11,31,42,D,76,Yes,3,No,No,8.11
165,Seher Vaidya,Discrete Mathematics,18,65,83,B,96,Yes,2,No,Yes,8.11
165,Seher Vaidya,Computer Organization,24,47,71,B,77,Yes,5,No,No,8.11
165,Seher Vaidya,Database Management Systems,24,24,48,D,86,Yes,3,Yes,No,8.11
165,Seher Vaidya,Data Communication,30,36,66,C,67,Yes,4,No,Yes,8.11
166,Shanaya Hari,Object Oriented Programming,28,31,59,C,93,Yes,3,Yes,Yes,5.49
166,Shanaya Hari,Discrete Mathematics,15,31,46,D,78,Yes,1,Yes,No,5.49
166,Shanaya Hari,Computer Organization,12,45,57,C,83,Yes,2,Yes,No,5.49
166,Shanaya Hari,Database Management Systems,15,57,72,B,96,Yes,1,Yes,No,5.49
166,Shanaya Hari,Data Communication,30,22,52,D,79,Yes,5,Yes,Yes,5.49
167,Taran Bhargava,Object Oriented Programming,10,40,50,D,77,Yes,3,No,No,7.0
167,Taran Bhargava,Discrete Mathematics,23,70,93,A,77,Yes,2,Yes,Yes,7.0
167,Taran Bhargava,Computer Organization,21,34,55,C,86,Yes,5,No,No,7.0
167,Taran Bhargava,Database Management Systems,18,30,48,D,83,Yes,5,No,Yes,7.0
167,Taran Bhargava,Data Communication,12,50,62,C,74,Yes,1,Yes,Yes,7.0
168,Fateh Rajan,Object Oriented Programming,21,46,67,C,90,Yes,4,No,Yes,9.46
168,Fateh Rajan,Discrete Mathematics,11,21,32,F,83,No,5,Yes,Yes,9.46
168,Fateh Rajan,Computer Organization,27,42,69,C,98,Yes,2,No,Yes,9.46
168,Fateh Rajan,Database Management Systems,22,26,48,D,73,Yes,1,Yes,No,9.46
168,Fateh Rajan,Data Communication,16,68,84,B,65,Yes,3,No,Yes,9.46
169,Oorja Dixit,Object Oriented Programming,15,22,37,F,82,No,1,Yes,Yes,6.69
169,Oorja Dixit,Discrete Mathematics,25,25,50,D,92,Yes,3,No,Yes,6.69
169,Oorja Dixit,Computer Organization,12,42,54,D,68,Yes,1,Yes,No,6.69
169,Oorja Dixit,Database Management Systems,19,42,61,C,60,Yes,1,Yes,Yes,6.69
169,Oorja Dixit,Data Communication,23,31,54,D,78,Yes,2,No,Yes,6.69
170,Oorja Dhillon,Object Oriented Programming,11,66,77,B,69,Yes,1,Yes,No,8.91
170,Oorja Dhillon,Discrete Mathematics,28,54,82,B,65,Yes,2,No,Yes,8.91
170,Oorja Dhillon,Computer Organization,19,40,59,C,94,Yes,2,No,No,8.91
170,Oorja Dhillon,Database Management Systems,21,43,64,C,61,Yes,3,No,Yes,8.91
170,Oorja Dhillon,Data Communication,12,70,82,B,91,Yes,5,No,Yes,8.91
171,Divij Bhatti,Object Oriented Programming,22,31,53,D,90,Yes,2,No,No,7.22
171,Divij Bhatti,Discrete Mathematics,14,33,47,D,70,Yes,2,No,Yes,7.22
171,Divij Bhatti,Computer Organization,10,41,51,D,83,Yes,2,Yes,No,7.22
171,Divij Bhatti,Database Management Systems,20,24,44,D,68,Yes,2,No,No,7.22
171,Divij Bhatti,Data Communication,16,70,86,A,77,Yes,1,Yes,No,7.22
172,Aarna Kanda,Object Oriented Programming,26,26,52,D,73,Yes,5,No,Yes,6.16
172,Aarna Kanda,Discrete Mathematics,30,53,83,B,65,Yes,4,No,Yes,6.16
172,Aarna Kanda,Computer Organization,14,69,83,B,64,Yes,3,No,Yes,6.16
172,Aarna Kanda,Database Management Systems,28,64,92,A,95,Yes,3,Yes,No,6.16
172,Aarna Kanda,Data Communication,14,40,54,D,91,Yes,2,No,Yes,6.16
173,Dhanuk Rau,Object Oriented Programming,20,60,80,B,74,Yes,3,Yes,No,7.67
173,Dhanuk Rau,Discrete Mathematics,24,57,81,B,86,Yes,3,Yes,Yes,7.67
173,Dhanuk Rau,Computer Organization,14,49,63,C,72,Yes,4,No,Yes,7.67
173,Dhanuk Rau,Database Management Systems,26,25,51,D,79,Yes,4,Yes,Yes,7.67
173,Dhanuk Rau,Data Communication,26,27,53,D,67,Yes,5,Yes,No,7.67
174,Stuvan Din,Object Oriented Programming,16,35,51,D,97,Yes,5,Yes,Yes,5.81
174,Stuvan Din,Discrete Mathematics,27,24,51,D,93,Yes,4,Yes,No,5.81
174,Stuvan Din,Computer Organization,23,65,88,A,82,Yes,1,No,No,5.81
174,Stuvan Din,Database Management Systems,27,40,67,C,70,Yes,1,No,Yes,5.81
174,Stuvan Din,Data Communication,16,60,76,B,74,Yes,4,No,Yes,5.81
175,Riaan Dhingra,Object Oriented Programming,20,66,86,A,85,Yes,4,No,Yes,7.12
175,Riaan Dhingra,Discrete Mathematics,16,57,73,B,95,Yes,5,Yes,Yes,7.12
175,Riaan Dhingra,Computer Organization,29,42,71,B,77,Yes,1,Yes,Yes,7.12
175,Riaan Dhingra,Database Management Systems,14,32,46,D,80,Yes,2,No,No,7.12
175,Riaan Dhingra,Data Communication,21,21,42,D,67,Yes,3,No,No,7.12
176,Saksham Bhatnagar,Object Oriented Programming,25,23,48,D,62,Yes,2,Yes,Yes,5.64
176,Saksham Bhatnagar,Discrete Mathematics,18,30,48,D,83,Yes,4,No,Yes,5.64
176,Saksham Bhatnagar,Computer Organization,21,52,73,B,98,Yes,2,No,No,5.64
176,Saksham Bhatnagar,Database Management Systems,15,44,59,C,77,Yes,1,Yes,No,5.64
176,Saksham Bhatnagar,Data Communication,12,29,41,D,90,Yes,5,No,No,5.64
177,Diya Sathe,Object Oriented Programming,15,58,73,B,99,Yes,1,No,Yes,5.28
177,Diya Sathe,Discrete Mathematics,16,36,52,D,75,Yes,4,Yes,Yes,5.28
177,Diya Sathe,Computer Organization,21,53,74,B,73,Yes,3,Yes,No,5.28
177,Diya Sathe,Database Management Systems,23,64,87,A,67,Yes,3,No,Yes,5.28
177,Diya Sathe,Data Communication,29,57,86,A,91,Yes,4,Yes,No,5.28
178,Neelofar Gour,Object Oriented Programming,30,58,88,A,85,Yes,3,No,No,6.08
178,Neelofar Gour,Discrete Mathematics,18,63,81,B,87,Yes,5,Yes,No,6.08
178,Neelofar Gour,Computer Organization,24,70,94,A,77,Yes,5,Yes,Yes,6.08
178,Neelofar Gour,Database Management Systems,23,43,66,C,65,Yes,2,No,Yes,6.08
178,Neelofar Gour,Data Communication,20,37,57,C,74,Yes,1,No,No,6.08
179,Priyansh Shere,Object Oriented Programming,18,56,74,B,85,Yes,2,No,Yes,6.84
179,Priyansh Shere,Discrete Mathematics,30,40,70,B,69,Yes,3,Yes,No,6.84
179,Priyansh Shere,Computer Organization,17,32,49,D,62,Yes,5,Yes,Yes,6.84
179,Priyansh Shere,Database Management Systems,24,54,78,B,99,Yes,4,No,No,6.84
179,Priyansh Shere,Data Communication,24,25,49,D,88,Yes,5,Yes,Yes,6.84
180,Mohanlal Gupta,Object Oriented Programming,26,29,55,C,99,Yes,2,Yes,No,8.13
180,Mohanlal Gupta,Discrete Mathematics,30,55,85,A,96,Yes,2,Yes,No,8.13
180,Mohanlal Gupta,Computer Organization,14,60,74,B,89,Yes,3,Yes,No,8.13
180,Mohanlal Gupta,Database Management Systems,10,66,76,B,69,Yes,1,Yes,No,8.13
180,Mohanlal Gupta,Data Communication,18,69,87,A,86,Yes,2,No,No,8.13
181,Ela Dhingra,Object Oriented Programming,11,31,42,D,80,Yes,5,No,Yes,8.86
181,Ela Dhingra,Discrete Mathematics,16,40,56,C,62,Yes,3,Yes,No,8.86
181,Ela Dhingra,Computer Organization,20,57,77,B,79,Yes,1,Yes,Yes,8.86
181,Ela Dhingra,Database Management Systems,22,51,73,B,71,Yes,1,No,No,8.86
181,Ela Dhingra,Data Communication,15,45,60,C,94,Yes,2,No,Yes,8.86
182,Shalv Soni,Object Oriented Programming,28,62,90,A,69,Yes,4,No,No,9.63
182,Shalv Soni,Discrete Mathematics,26,44,70,B,65,Yes,1,No,No,9.63
182,Shalv Soni,Computer Organization,22,39,61,C,77,Yes,4,No,Yes,9.63
182,Shalv Soni,Database Management Systems,15,64,79,B,95,Yes,1,Yes,Yes,9.63
182,Shalv Soni,Data Communication,19,37,56,C,68,Yes,3,No,No,9.63
183,Umang Ramakrishnan,Object Oriented Programming,17,25,42,D,98,Yes,4,Yes,Yes,7.17
183,Umang Ramakrishnan,Discrete Mathematics,21,58,79,B,83,Yes,1,Yes,Yes,7.17
183,Umang Ramakrishnan,Computer Organization,24,43,67,C,66,Yes,2,No,No,7.17
183,Umang Ramakrishnan,Database Management Systems,12,36,48,D,79,Yes,3,No,Yes,7.17
183,Umang Ramakrishnan,Data Communication,18,54,72,B,64,Yes,5,Yes,Yes,7.17
184,Arhaan Bedi,Object Oriented Programming,20,50,70,B,89,Yes,4,No,No,5.06
184,Arhaan Bedi,Discrete Mathematics,28,36,64,C,84,Yes,1,No,Yes,5.06
184,Arhaan Bedi,Computer Organization,23,47,70,B,99,Yes,4,Yes,No,5.06
184,Arhaan Bedi,Database Management Systems,24,21,45,D,62,Yes,3,Yes,No,5.06
184,Arhaan Bedi,Data Communication,21,41,62,C,89,Yes,1,Yes,No,5.06
185,Mohanlal Dugar,Object Oriented Programming,13,29,42,D,65,Yes,3,No,No,7.97
185,Mohanlal Dugar,Discrete Mathematics,29,70,99,A,76,Yes,5,No,No,7.97
185,Mohanlal Dugar,Computer Organization,15,67,82,B,95,Yes,5,Yes,Yes,7.97
185,Mohanlal Dugar,Database Management Systems,16,50,66,C,61,Yes,4,Yes,No,7.97
185,Mohanlal Dugar,Data Communication,12,29,41,D,63,Yes,1,Yes,No,7.97
186,Pihu Chanda,Object Oriented Programming,24,29,53,D,100,Yes,1,Yes,Yes,8.3
186,Pihu Chanda,Discrete Mathematics,11,66,77,B,94,Yes,4,Yes,Yes,8.3
186,Pihu Chanda,Computer Organization,20,40,60,C,82,Yes,4,Yes,No,8.3
186,Pihu Chanda,Database Management Systems,17,47,64,C,70,Yes,4,No,Yes,8.3
186,Pihu Chanda,Data Communication,14,61,75,B,67,Yes,1,Yes,Yes,8.3
