student_id,name,subject,internal_marks,external_marks,total_score,grade,attendance_percentage,passed,subject_interest_level,needs_support_in_subject,peer_help_provided,semester_gpa
64,Kismat Bir,Engineering Physics,13,56,69,C,72,Yes,5,Yes,Yes,7.38
64,Kismat Bir,English Communication,13,57,70,B,94,Yes,3,Yes,Yes,7.38
64,Kismat Bir,Basic Electronics,27,65,92,A,68,Yes,3,Yes,No,7.38
65,Jayan Kapur,Mathematics-I,24,69,93,A,93,Yes,1,Yes,Yes,6.93
65,Jayan Kapur,Programming in C,17,64,81,B,84,Yes,4,No,No,6.93
65,Jayan Kapur,Engineering Physics,17,48,65,C,67,Yes,1,No,No,6.93
65,Jayan Kapur,English Communication,22,34,56,C,82,Yes,1,Yes,Yes,6.93
65,Jayan Kapur,Basic Electronics,26,52,78,B,71,Yes,3,Yes,Yes,6.93
66,Madhav Saran,Mathematics-I,30,38,68,C,75,Yes,5,No,No,6.8
66,Madhav Saran,Programming in C,29,61,90,A,73,Yes,4,No,Yes,6.8
66,Madhav Saran,Engineering Physics,16,41,57,C,97,Yes,4,Yes,No,6.8
66,Madhav Saran,English Communication,26,21,47,D,82,Yes,3,No,No,6.8
66,Madhav Saran,Basic Electronics,24,34,58,C,66,Yes,4,No,Yes,6.8
67,Renee Jaggi,Mathematics-I,11,24,35,F,86,No,5,No,No,5.32
67,Renee Jaggi,Programming in C,19,67,86,A,61,Yes,2,No,Yes,5.32
67,Renee Jaggi,Engineering Physics,11,43,54,D,80,Yes,4,No,Yes,5.32
67,Renee Jaggi,English Communication,10,59,69,C,70,Yes,1,Yes,Yes,5.32
67,Renee Jaggi,Basic Electronics,16,34,50,D,62,Yes,3,No,Yes,5.32
68,Aarna Doshi,Mathematics-I,24,24,48,D,73,Yes,1,Yes,No,7.94
68,Aarna Doshi,Programming in C,30,49,79,B,82,Yes,4,Yes,Yes,7.94
68,Aarna Doshi,Engineering Physics,22,59,81,B,81,Yes,1,Yes,Yes,7.94
68,Aarna Doshi,English Communication,19,41,60,C,70,Yes,3,Yes,Yes,7.94
68,Aarna Doshi,Basic Electronics,28,67,95,A,90,Yes,5,No,Yes,7.94
69,Saksham Virk,Mathematics-I,24,51,75,B,83,Yes,1,Yes,Yes,9.41
69,Saksham Virk,Programming in C,23,51,74,B,64,Yes,4,No,No,9.41
69,Saksham Virk,Engineering Physics,13,36,49,D,83,Yes,4,Yes,Yes,9.41
69,Saksham Virk,English Communication,14,34,48,D,74,Yes,4,Yes,No,9.41
69,Saksham Virk,Basic Electronics,28,61,89,A,66,Yes,1,No,Yes,9.41
70,Arhaan Doctor,Mathematics-I,30,34,64,C,85,Yes,2,Yes,Yes,9.03
70,Arhaan Doctor,Programming in C,10,26,36,F,96,No,1,No,Yes,9.03
70,Arhaan Doctor,Engineering Physics,21,34,55,C,72,Yes,4,Yes,Yes,9.03
70,Arhaan Doctor,English Communication,28,40,68,C,72,Yes,4,No,No,9.03
70,Arhaan Doctor,Basic Electronics,14,67,81,B,94,Yes,3,No,Yes,9.03
71,Hridaan Chandra,Mathematics-I,26,49,75,B,69,Yes,3,Yes,Yes,7.14
71,Hridaan Chandra,Programming in C,10,67,77,B,90,Yes,4,No,Yes,7.14
71,Hridaan Chandra,Engineering Physics,24,27,51,D,70,Yes,1,No,No,7.14
71,Hridaan Chandra,English Communication,29,65,94,A,81,Yes,3,No,No,7.14
71,Hridaan Chandra,Basic Electronics,22,26,48,D,67,Yes,2,Yes,No,7.14
72,Kabir Krishnan,Mathematics-I,29,65,94,A,74,Yes,2,Yes,Yes,5.36
72,Kabir Krishnan,Programming in C,16,41,57,C,61,Yes,1,No,Yes,5.36
72,Kabir Krishnan,Engineering Physics,30,45,75,B,97,Yes,5,No,Yes,5.36
72,Kabir Krishnan,English Communication,14,60,74,B,94,Yes,3,No,Yes,5.36
72,Kabir Krishnan,Basic Electronics,26,67,93,A,72,Yes,3,No,No,5.36
73,Zoya Cheema,Mathematics-I,14,57,71,B,92,Yes,3,Yes,Yes,8.42
73,Zoya Cheema,Programming in C,20,62,82,B,88,Yes,2,Yes,Yes,8.42
73,Zoya Cheema,Engineering Physics,30,68,98,A,98,Yes,1,No,No,8.42
73,Zoya Cheema,English Communication,21,35,56,C,83,Yes,5,Yes,No,8.42
73,Zoya Cheema,Basic Electronics,13,42,55,C,74,Yes,1,Yes,No,8.42
74,Mehul Kakar,Mathematics-I,22,66,88,A,71,Yes,5,No,No,8.15
74,Mehul Kakar,Programming in C,30,41,71,B,100,Yes,1,Yes,Yes,8.15
74,Mehul Kakar,Engineering Physics,16,42,58,C,61,Yes,2,Yes,Yes,8.15
74,Mehul Kakar,English Communication,14,27,41,D,73,Yes,2,No,No,8.15
74,Mehul Kakar,Basic Electronics,10,35,45,D,97,Yes,3,Yes,Yes,8.15
75,Krish Anand,Mathematics-I,22,63,85,A,61,Yes,4,No,Yes,8.27
75,Krish Anand,Programming in C,24,47,71,B,62,Yes,4,Yes,Yes,8.27
75,Krish Anand,Engineering Physics,10,35,45,D,93,Yes,4,Yes,Yes,8.27
75,Krish Anand,English Communication,27,42,69,C,61,Yes,3,No,Yes,8.27
75,Krish Anand,Basic Electronics,20,28,48,D,63,Yes,3,Yes,Yes,8.27
76,Farhan Chopra,Mathematics-I,13,55,68,C,91,Yes,1,No,Yes,8.11
76,Farhan Chopra,Programming in C,20,34,54,D,66,Yes,3,Yes,Yes,8.11
76,Farhan Chopra,Engineering Physics,21,47,68,C,72,Yes,2,No,Yes,8.11
76,Farhan Chopra,English Communication,18,35,53,D,63,Yes,3,Yes,Yes,8.11
76,Farhan Chopra,Basic Electronics,21,38,59,C,61,Yes,5,Yes,No,8.11
77,Chirag Sarraf,Mathematics-I,18,52,70,B,87,Yes,1,No,Yes,6.66
77,Chirag Sarraf,Programming in C,13,56,69,C,84,Yes,2,No,Yes,6.66
77,Chirag Sarraf,Engineering Physics,17,62,79,B,90,Yes,5,Yes,No,6.66
77,Chirag Sarraf,English Communication,16,28,44,D,70,Yes,3,Yes,No,6.66
77,Chirag Sarraf,Basic Electronics,12,51,63,C,83,Yes,2,Yes,No,6.66
78,Anay Magar,Mathematics-I,28,63,91,A,72,Yes,4,No,No,8.06
78,Anay Magar,Programming in C,24,56,80,B,85,Yes,4,Yes,Yes,8.06
78,Anay Magar,Engineering Physics,25,62,87,A,100,Yes,4,Yes,Yes,8.06
78,Anay Magar,English Communication,22,46,68,C,74,Yes,2,No,Yes,8.06
78,Anay Magar,Basic Electronics,11,64,75,B,76,Yes,2,Yes,Yes,8.06
79,Miraan Hari,Mathematics-I,27,56,83,B,79,Yes,4,Yes,Yes,8.25
79,Miraan Hari,Programming in C,10,41,51,D,62,Yes,3,No,Yes,8.25
79,Miraan Hari,Engineering Physics,27,50,77,B,87,Yes,4,No,No,8.25
79,Miraan Hari,English Communication,17,45,62,C,98,Yes,3,No,Yes,8.25
79,Miraan Hari,Basic Electronics,14,30,44,D,93,Yes,4,Yes,Yes,8.25
80,Vihaan Mahal,Mathematics-I,24,67,91,A,96,Yes,3,Yes,Yes,8.5
80,Vihaan Mahal,Programming in C,17,32,49,D,91,Yes,5,No,No,8.5
80,Vihaan Mahal,Engineering Physics,19,33,52,D,73,Yes,4,No,No,8.5
80,Vihaan Mahal,English Communication,17,35,52,D,61,Yes,3,Yes,No,8.5
80,Vihaan Mahal,Basic Electronics,21,66,87,A,92,Yes,1,No,No,8.5
81,Yashvi Dasgupta,Mathematics-I,10,65,75,B,88,Yes,1,No,Yes,8.44
81,Yashvi Dasgupta,Programming in C,20,33,53,D,90,Yes,1,No,Yes,8.44
81,Yashvi Dasgupta,Engineering Physics,26,58,84,B,98,Yes,5,Yes,Yes,8.44
81,Yashvi Dasgupta,English Communication,24,47,71,B,95,Yes,3,No,No,8.44
81,Yashvi Dasgupta,Basic Electronics,18,64,82,B,84,Yes,2,Yes,Yes,8.44
82,Anaya Batta,Mathematics-I,16,37,53,D,92,Yes,3,Yes,Yes,7.43
82,Anaya Batta,Programming in C,30,24,54,D,68,Yes,3,Yes,No,7.43
82,Anaya Batta,Engineering Physics,12,68,80,B,85,Yes,1,No,No,7.43
82,Anaya Batta,English Communication,21,28,49,D,95,Yes,5,No,Yes,7.43
82,Anaya Batta,Basic Electronics,25,22,47,D,92,Yes,1,Yes,Yes,7.43
83,Ehsaan Thakur,Mathematics-I,19,23,42,D,94,Yes,3,No,No,8.31
83,Ehsaan Thakur,Programming in C,25,26,51,D,63,Yes,5,No,Yes,8.31
83,Ehsaan Thakur,Engineering Physics,25,70,95,A,94,Yes,3,No,Yes,8.31
83,Ehsaan Thakur,English Communication,11,29,40,D,93,Yes,2,Yes,Yes,8.31
83,Ehsaan Thakur,Basic Electronics,10,36,46,D,97,Yes,5,Yes,Yes,8.31
84,Kanav Kurian,Mathematics-I,18,21,39,F,96,No,4,Yes,Yes,9.17
84,Kanav Kurian,Programming in C,21,20,41,D,83,Yes,4,Yes,No,9.17
84,Kanav Kurian,Engineering Physics,30,67,97,A,64,Yes,5,Yes,No,9.17
84,Kanav Kurian,English Communication,11,37,48,D,96,Yes,1,Yes,No,9.17
84,Kanav Kurian,Basic Electronics,17,43,60,C,78,Yes,3,No,No,9.17
85,Aarush Sharma,Mathematics-I,28,52,80,B,99,Yes,4,Yes,No,6.06
85,Aarush Sharma,Programming in C,28,28,56,C,68,Yes,4,No,No,6.06
85,Aarush Sharma,Engineering Physics,29,45,74,B,99,Yes,3,Yes,Yes,6.06
85,Aarush Sharma,English Communication,27,53,80,B,97,Yes,4,Yes,Yes,6.06
85,Aarush Sharma,Basic Electronics,22,36,58,C,62,Yes,5,No,Yes,6.06
86,Pranay Barad,Mathematics-I,27,66,93,A,83,Yes,1,Yes,No,6.45
86,Pranay Barad,Programming in C,25,70,95,A,82,Yes,3,No,Yes,6.45
86,Pranay Barad,Engineering Physics,18,22,40,D,60,Yes,2,Yes,No,6.45
86,Pranay Barad,English Communication,30,45,75,B,66,Yes,5,No,No,6.45
86,Pranay Barad,Basic Electronics,19,49,68,C,61,Yes,1,No,Yes,6.45
87,Divyansh Kadakia,Mathematics-I,23,28,51,D,70,Yes,4,Yes,No,8.31
87,Divyansh Kadakia,Programming in C,15,24,39,F,92,No,2,No,No,8.31
87,Divyansh Kadakia,Engineering Physics,27,43,70,B,69,Yes,1,Yes,Yes,8.31
87,Divyansh Kadakia,English Communication,26,26,52,D,85,Yes,3,No,Yes,8.31
87,Divyansh Kadakia,Basic Electronics,10,32,42,D,100,Yes,5,No,Yes,8.31
88,Lakshay Chandran,Mathematics-I,24,48,72,B,95,Yes,5,Yes,No,9.79
88,Lakshay Chandran,Programming in C,26,61,87,A,62,Yes,3,Yes,No,9.79
88,Lakshay Chandran,Engineering Physics,21,37,58,C,72,Yes,1,Yes,No,9.79
88,Lakshay Chandran,English Communication,12,44,56,C,82,Yes,4,No,Yes,9.79
88,Lakshay Chandran,Basic Electronics,11,37,48,D,97,Yes,2,No,Yes,9.79
89,Anahi Dayal,Mathematics-I,28,62,90,A,85,Yes,2,Yes,Yes,6.85
89,Anahi Dayal,Programming in C,27,67,94,A,98,Yes,4,No,Yes,6.85
89,Anahi Dayal,Engineering Physics,20,58,78,B,88,Yes,4,No,Yes,6.85
89,Anahi Dayal,English Communication,18,31,49,D,74,Yes,2,Yes,Yes,6.85
89,Anahi Dayal,Basic Electronics,17,70,87,A,78,Yes,1,Yes,No,6.85
90,Yashvi Sidhu,Mathematics-I,11,46,57,C,73,Yes,4,No,Yes,6.11
90,Yashvi Sidhu,Programming in C,26,40,66,C,88,Yes,3,No,No,6.11
90,Yashvi Sidhu,Engineering Physics,21,46,67,C,64,Yes,5,No,Yes,6.11
90,Yashvi Sidhu,English Communication,10,45,55,C,84,Yes,3,Yes,Yes,6.11
90,Yashvi Sidhu,Basic Electronics,22,29,51,D,68,Yes,2,No,No,6.11
91,Saanvi Thakur,Mathematics-I,30,60,90,A,77,Yes,4,No,Yes,5.83
91,Saanvi Thakur,Programming in C,17,21,38,F,94,No,3,Yes,No,5.83
91,Saanvi Thakur,Engineering Physics,27,67,94,A,90,Yes,3,No,Yes,5.83
91,Saanvi Thakur,English Communication,11,41,52,D,72,Yes,4,Yes,No,5.83
91,Saanvi Thakur,Basic Electronics,14,27,41,D,86,Yes,5,No,Yes,5.83
92,Mohanlal Swaminathan,Mathematics-I,25,22,47,D,76,Yes,1,Yes,No,5.5
92,Mohanlal Swaminathan,Programming in C,27,43,70,B,99,Yes,3,Yes,No,5.5
92,Mohanlal Swaminathan,Engineering Physics,12,70,82,B,63,Yes,1,Yes,Yes,5.5
92,Mohanlal Swaminathan,English Communication,15,64,79,B,66,Yes,5,No,Yes,5.5
92,Mohanlal Swaminathan,Basic Electronics,22,35,57,C,79,Yes,5,Yes,Yes,5.5
93,Vivaan Soman,Mathematics-I,23,70,93,A,84,Yes,3,Yes,No,7.51
93,Vivaan Soman,Programming in C,26,59,85,A,81,Yes,1,Yes,Yes,7.51
93,Vivaan Soman,Engineering Physics,20,42,62,C,97,Yes,2,No,No,7.51
93,Vivaan Soman,English Communication,20,40,60,C,100,Yes,1,Yes,No,7.51
93,Vivaan Soman,Basic Electronics,15,38,53,D,79,Yes,4,No,Yes,7.51
94,Shanaya Sinha,Mathematics-I,28,38,66,C,63,Yes,1,No,No,7.71
94,Shanaya Sinha,Programming in C,10,25,35,F,66,No,2,Yes,No,7.71
94,Shanaya Sinha,Engineering Physics,11,31,42,D,64,Yes,4,No,Yes,7.71
94,Shanaya Sinha,English Communication,25,62,87,A,67,Yes,4,Yes,No,7.71
94,Shanaya Sinha,Basic Electronics,14,62,76,B,97,Yes,3,No,No,7.71
95,Pari Wadhwa,Mathematics-I,14,27,41,D,96,Yes,2,Yes,Yes,8.52
95,Pari Wadhwa,Programming in C,30,52,82,B,83,Yes,1,No,No,8.52
95,Pari Wadhwa,Engineering Physics,12,67,79,B,89,Yes,5,No,Yes,8.52
95,Pari Wadhwa,English Communication,25,43,68,C,63,Yes,1,Yes,Yes,8.52
95,Pari Wadhwa,Basic Electronics,20,34,54,D,68,Yes,3,No,No,8.52
96,Prisha Lata,Mathematics-I,21,34,55,C,81,Yes,3,Yes,Yes,9.99
96,Prisha Lata,Programming in C,13,62,75,B,100,Yes,1,Yes,Yes,9.99
96,Prisha Lata,Engineering Physics,29,65,94,A,96,Yes,1,No,No,9.99
96,Prisha Lata,English Communication,20,26,46,D,62,Yes,4,Yes,No,9.99
96,Prisha Lata,Basic Electronics,26,38,64,C,99,Yes,5,No,Yes,9.99
97,Akarsh Subramaniam,Mathematics-I,22,29,51,D,82,Yes,3,Yes,Yes,6.11
97,Akarsh Subramaniam,Programming in C,14,25,39,F,90,No,5,No,No,6.11
97,Akarsh Subramaniam,Engineering Physics,29,43,72,B,93,Yes,2,Yes,Yes,6.11
97,Akarsh Subramaniam,English Communication,24,28,52,D,71,Yes,5,Yes,Yes,6.11
97,Akarsh Subramaniam,Basic Electronics,14,65,79,B,69,Yes,3,Yes,No,6.11
98,Biju Maharaj,Mathematics-I,26,67,93,A,61,Yes,3,No,Yes,8.75
98,Biju Maharaj,Programming in C,15,31,46,D,91,Yes,4,No,No,8.75
98,Biju Maharaj,Engineering Physics,20,62,82,B,94,Yes,3,No,Yes,8.75
98,Biju Maharaj,English Communication,24,33,57,C,67,Yes,2,Yes,Yes,8.75
98,Biju Maharaj,Basic Electronics,24,29,53,D,82,Yes,4,Yes,Yes,8.75
99,Siya Varma,Mathematics-I,11,46,57,C,80,Yes,5,No,Yes,7.49
99,Siya Varma,Programming in C,14,42,56,C,95,Yes,4,No,No,7.49
99,Siya Varma,Engineering Physics,29,59,88,A,90,Yes,5,Yes,Yes,7.49
99,Siya Varma,English Communication,15,35,50,D,99,Yes,5,Yes,Yes,7.49
99,Siya Varma,Basic Electronics,14,22,36,F,70,No,4,No,Yes,7.49
100,Vritika Viswanathan,Mathematics-I,11,25,36,F,61,No,1,Yes,No,7.74
100,Vritika Viswanathan,Programming in C,22,63,85,A,71,Yes,3,No,No,7.74
100,Vritika Viswanathan,Engineering Physics,30,42,72,B,88,Yes,5,No,Yes,7.74
100,Vritika Viswanathan,English Communication,21,69,90,A,65,Yes,5,Yes,Yes,7.74
100,Vritika Viswanathan,Basic Electronics,23,44,67,C,85,Yes,5,Yes,No,7.74
101,Anya Sethi,Mathematics-I,26,27,53,D,99,Yes,2,No,No,8.01
101,Anya Sethi,Programming in C,11,36,47,D,67,Yes,3,Yes,Yes,8.01
101,Anya Sethi,Engineering Physics,11,32,43,D,92,Yes,5,Yes,Yes,8.01
101,Anya Sethi,English Communication,30,24,54,D,84,Yes,1,Yes,No,8.01
101,Anya Sethi,Basic Electronics,21,21,42,D,71,Yes,1,No,Yes,8.01
102,Romil Kaur,Mathematics-I,29,30,59,C,65,Yes,2,No,No,9.24
102,Romil Kaur,Programming in C,29,61,90,A,86,Yes,3,Yes,Yes,9.24
102,Romil Kaur,Engineering Physics,14,69,83,B,92,Yes,1,No,Yes,9.24
102,Romil Kaur,English Communication,15,54,69,C,61,Yes,1,No,No,9.24
102,Romil Kaur,Basic Electronics,24,51,75,B,70,Yes,3,No,No,9.24
103,Zaina Chandra,Mathematics-I,30,50,80,B,78,Yes,4,Yes,No,7.3
103,Zaina Chandra,Programming in C,22,54,76,B,81,Yes,4,Yes,Yes,7.3
103,Zaina Chandra,Engineering Physics,18,43,61,C,79,Yes,2,Yes,No,7.3
103,Zaina Chandra,English Communication,20,65,85,A,75,Yes,1,Yes,Yes,7.3
103,Zaina Chandra,Basic Electronics,12,21,33,F,87,No,5,No,No,7.3
104,Tanya Khalsa,Mathematics-I,26,28,54,D,67,Yes,4,Yes,Yes,8.43
104,Tanya Khalsa,Programming in C,24,44,68,C,66,Yes,3,No,Yes,8.43
104,Tanya Khalsa,Engineering Physics,20,29,49,D,91,Yes,2,No,No,8.43
104,Tanya Khalsa,English Communication,10,32,42,D,78,Yes,2,Yes,Yes,8.43
104,Tanya Khalsa,Basic Electronics,24,43,67,C,76,Yes,2,No,No,8.43
105,Rania Dugar,Mathematics-I,27,29,56,C,84,Yes,4,Yes,No,8.93
105,Rania Dugar,Programming in C,30,21,51,D,93,Yes,2,Yes,No,8.93
105,Rania Dugar,Engineering Physics,15,34,49,D,74,Yes,3,No,No,8.93
105,Rania Dugar,English Communication,13,42,55,C,74,Yes,2,No,No,8.93
105,Rania Dugar,Basic Electronics,20,34,54,D,67,Yes,2,Yes,Yes,8.93
106,Nayantara Anne,Mathematics-I,11,66,77,B,62,Yes,2,Yes,Yes,6.66
106,Nayantara Anne,Programming in C,23,20,43,D,95,Yes,4,No,No,6.66
106,Nayantara Anne,Engineering Physics,28,62,90,A,65,Yes,3,Yes,Yes,6.66
106,Nayantara Anne,English Communication,17,38,55,C,68,Yes,5,Yes,Yes,6.66
106,Nayantara Anne,Basic Electronics,12,60,72,B,94,Yes,2,No,Yes,6.66
107,Saira Vaidya,Mathematics-I,11,49,60,C,70,Yes,3,Yes,Yes,9.55
107,Saira Vaidya,Programming in C,24,49,73,B,87,Yes,1,No,No,9.55
107,Saira Vaidya,Engineering Physics,16,22,38,F,81,No,5,Yes,Yes,9.55
107,Saira Vaidya,English Communication,22,47,69,C,86,Yes,2,No,No,9.55
107,Saira Vaidya,Basic Electronics,22,23,45,D,88,Yes,5,No,Yes,9.55
108,Adira Kapur,Mathematics-I,27,30,57,C,87,Yes,5,No,No,9.86
108,Adira Kapur,Programming in C,24,60,84,B,61,Yes,3,Yes,No,9.86
108,Adira Kapur,Engineering Physics,13,54,67,C,90,Yes,3,No,No,9.86
108,Adira Kapur,English Communication,15,47,62,C,96,Yes,1,Yes,Yes,9.86
108,Adira Kapur,Basic Electronics,14,35,49,D,100,Yes,3,No,Yes,9.86
109,Sumer Tak,Mathematics-I,25,37,62,C,62,Yes,5,Yes,Yes,6.76
109,Sumer Tak,Programming in C,24,49,73,B,92,Yes,4,No,No,6.76
109,Sumer Tak,Engineering Physics,26,63,89,A,62,Yes,2,Yes,No,6.76
109,Sumer Tak,English Communication,11,53,64,C,88,Yes,5,No,Yes,6.76
109,Sumer Tak,Basic Electronics,12,33,45,D,70,Yes,1,No,No,6.76
110,Kabir Dutt,Mathematics-I,22,67,89,A,70,Yes,4,No,Yes,8.18
110,Kabir Dutt,Programming in C,15,47,62,C,71,Yes,5,Yes,Yes,8.18
110,Kabir Dutt,Engineering Physics,11,50,61,C,72,Yes,2,Yes,No,8.18
110,Kabir Dutt,English Communication,21,52,73,B,68,Yes,5,Yes,Yes,8.18
110,Kabir Dutt,Basic Electronics,28,64,92,A,60,Yes,5,Yes,No,8.18
111,Eshani Gala,Mathematics-I,27,69,96,A,94,Yes,3,No,Yes,8.97
111,Eshani Gala,Programming in C,29,48,77,B,92,Yes,3,No,Yes,8.97
111,Eshani Gala,Engineering Physics,14,55,69,C,82,Yes,3,Yes,Yes,8.97
111,Eshani Gala,English Communication,13,53,66,C,86,Yes,1,Yes,No,8.97
111,Eshani Gala,Basic Electronics,11,44,55,C,79,Yes,2,No,No,8.97
112,Miraan Tailor,Mathematics-I,26,68,94,A,96,Yes,1,No,No,6.95
112,Miraan Tailor,Programming in C,17,64,81,B,62,Yes,5,No,Yes,6.95
112,Miraan Tailor,Engineering Physics,22,43,65,C,65,Yes,2,Yes,No,6.95
112,Miraan Tailor,English Communication,26,45,71,B,71,Yes,4,Yes,Yes,6.95
112,Miraan Tailor,Basic Electronics,24,33,57,C,85,Yes,4,No,Yes,6.95
113,Aayush Sridhar,Mathematics-I,24,30,54,D,67,Yes,1,No,Yes,8.15
113,Aayush Sridhar,Programming in C,17,67,84,B,95,Yes,5,No,No,8.15
113,Aayush Sridhar,Engineering Physics,13,54,67,C,100,Yes,4,Yes,No,8.15
113,Aayush Sridhar,English Communication,25,40,65,C,69,Yes,2,Yes,Yes,8.15
113,Aayush Sridhar,Basic Electronics,13,30,43,D,72,Yes,1,Yes,No,8.15
114,Keya Kade,Mathematics-I,20,55,75,B,63,Yes,2,No,No,5.5
114,Keya Kade,Programming in C,25,51,76,B,85,Yes,1,Yes,No,5.5
114,Keya Kade,Engineering Physics,18,27,45,D,99,Yes,2,No,Yes,5.5
114,Keya Kade,English Communication,11,66,77,B,99,Yes,3,Yes,Yes,5.5
114,Keya Kade,Basic Electronics,14,43,57,C,91,Yes,5,Yes,Yes,5.5
115,Bhavin Buch,Mathematics-I,15,56,71,B,79,Yes,2,Yes,No,5.23
115,Bhavin Buch,Programming in C,19,60,79,B,95,Yes,4,Yes,Yes,5.23
115,Bhavin Buch,Engineering Physics,28,67,95,A,69,Yes,5,Yes,No,5.23
115,Bhavin Buch,English Communication,30,49,79,B,91,Yes,5,Yes,Yes,5.23
115,Bhavin Buch,Basic Electronics,16,45,61,C,83,Yes,1,No,No,5.23
116,Samarth Chad,Mathematics-I,29,49,78,B,63,Yes,5,Yes,No,6.66
116,Samarth Chad,Programming in C,24,63,87,A,93,Yes,3,Yes,No,6.66
116,Samarth Chad,Engineering Physics,18,50,68,C,97,Yes,5,Yes,No,6.66
116,Samarth Chad,English Communication,10,30,40,D,93,Yes,1,Yes,No,6.66
116,Samarth Chad,Basic Electronics,29,20,49,D,96,Yes,4,No,Yes,6.66
117,Adira Agarwal,Mathematics-I,12,60,72,B,81,Yes,5,Yes,Yes,5.51
117,Adira Agarwal,Programming in C,22,58,80,B,71,Yes,5,No,No,5.51
117,Adira Agarwal,Engineering Physics,23,28,51,D,61,Yes,3,No,Yes,5.51
117,Adira Agarwal,English Communication,23,47,70,B,98,Yes,2,No,No,5.51
117,Adira Agarwal,Basic Electronics,25,37,62,C,92,Yes,2,No,No,5.51
118,Raunak Warrior,Mathematics-I,15,35,50,D,62,Yes,3,Yes,No,8.76
118,Raunak Warrior,Programming in C,17,49,66,C,94,Yes,1,No,Yes,8.76
118,Raunak Warrior,Engineering Physics,14,65,79,B,73,Yes,3,No,No,8.76
118,Raunak Warrior,English Communication,24,25,49,D,78,Yes,4,Yes,No,8.76
118,Raunak Warrior,Basic Electronics,27,35,62,C,87,Yes,5,No,Yes,8.76
119,Pranay Koshy,Mathematics-I,12,21,33,F,88,No,3,No,No,7.21
119,Pranay Koshy,Programming in C,22,61,83,B,98,Yes,2,Yes,No,7.21
119,Pranay Koshy,Engineering Physics,29,20,49,D,89,Yes,3,Yes,No,7.21
119,Pranay Koshy,English Communication,11,20,31,F,84,No,3,No,No,7.21
119,Pranay Koshy,Basic Electronics,30,23,53,D,67,Yes,2,Yes,No,7.21
120,Piya Mammen,Mathematics-I,16,43,59,C,75,Yes,4,Yes,No,7.86
120,Piya Mammen,Programming in C,13,69,82,B,79,Yes,3,No,Yes,7.86
120,Piya Mammen,Engineering Physics,15,67,82,B,83,Yes,2,No,No,7.86
120,Piya Mammen,English Communication,22,50,72,B,70,Yes,4,Yes,No,7.86
120,Piya Mammen,Basic Electronics,19,25,44,D,72,Yes,5,Yes,Yes,7.86
121,Zoya Tara,Mathematics-I,22,25,47,D,67,Yes,1,Yes,No,8.8
121,Zoya Tara,Programming in C,18,64,82,B,86,Yes,1,Yes,Yes,8.8
121,Zoya Tara,Engineering Physics,21,28,49,D,60,Yes,3,No,No,8.8
121,Zoya Tara,English Communication,30,59,89,A,64,Yes,4,Yes,No,8.8
121,Zoya Tara,Basic Electronics,29,30,59,C,97,Yes,4,Yes,No,8.8
122,Tejas Subramanian,Mathematics-I,15,45,60,C,61,Yes,4,Yes,No,6.87
122,Tejas Subramanian,Programming in C,21,25,46,D,95,Yes,4,Yes,Yes,6.87
122,Tejas Subramanian,Engineering Physics,11,41,52,D,82,Yes,2,Yes,Yes,6.87
122,Tejas Subramanian,English Communication,23,25,48,D,69,Yes,2,No,No,6.87
122,Tejas Subramanian,Basic Electronics,29,41,70,B,76,Yes,1,Yes,Yes,6.87
123,Seher Contractor,Mathematics-I,10,47,57,C,94,Yes,4,Yes,No,9.61
123,Seher Contractor,Programming in C,19,20,39,F,100,No,2,Yes,No,9.61
123,Seher Contractor,Engineering Physics,27,52,79,B,96,Yes,3,No,No,9.61
123,Seher Contractor,English Communication,29,26,55,C,72,Yes,3,Yes,No,9.61
123,Seher Contractor,Basic Electronics,22,39,61,C,97,Yes,2,Yes,Yes,9.61
124,Navya Goel,Mathematics-I,20,68,88,A,94,Yes,4,No,No,5.11
124,Navya Goel,Programming in C,12,31,43,D,89,Yes,4,No,Yes,5.11
124,Navya Goel,Engineering Physics,21,39,60,C,72,Yes,5,Yes,Yes,5.11
124,Navya Goel,English Communication,23,57,80,B,80,Yes,1,No,No,5.11
124,Navya Goel,Basic Electronics,22,28,50,D,88,Yes,4,Yes,No,5.11
125,Devansh Golla,Mathematics-I,15,37,52,D,96,Yes,5,No,No,5.5
125,Devansh Golla,Programming in C,14,36,50,D,82,Yes,5,Yes,No,5.5
125,Devansh Golla,Engineering Physics,15,50,65,C,63,Yes,5,No,Yes,5.5
125,Devansh Golla,English Communication,25,24,49,D,85,Yes,2,Yes,No,5.5
125,Devansh Golla,Basic Electronics,20,21,41,D,67,Yes,5,No,Yes,5.5
126,Khushi Vaidya,Mathematics-I,29,39,68,C,87,Yes,5,No,No,6.2
126,Khushi Vaidya,Programming in C,14,35,49,D,61,Yes,5,No,No,6.2
126,Khushi Vaidya,Engineering Physics,20,66,86,A,78,Yes,1,Yes,No,6.2
126,Khushi Vaidya,English Communication,11,29,40,D,83,Yes,3,Yes,No,6.2
126,Khushi Vaidya,Basic Electronics,23,34,57,C,70,Yes,1,No,No,6.2
127,Keya Balakrishnan,Mathematics-I,16,67,83,B,75,Yes,4,Yes,Yes,9.34
127,Keya Balakrishnan,Programming in C,29,48,77,B,79,Yes,2,No,Yes,9.34
